ID;FINGERPRINT;STELLENNUMMER_AVAM;STELLENNUMMER_EGOV;URL;BEZEICHNUNG;BESCHREIBUNG;DETAILANGABEN;ERGAENZENDE_ANGABEN;STELLENANTRITT;AB_SOFORT_B;VERTRAGSDAUER;UNBEFRISTET_B;PENSUM_VON;PENSUM_BIS;GLEICHE_OSTE;ARBEITSZEIT_STD;LOHN_MIN;LOHN_MAX;WAEHRUNG;LOHNART_CODE;ALTER_VON;ALTER_BIS;GESCHLECHT_CODE;ANGABEN_ALTER;ARBEITSORTGEMEINDE;ARBEITSORT_TEXT;KANTON;ARBEITSORT_PLZ;ARBEITSORT_AUSLAND;ARBEITSORT_REGION;ARBEITSLAND_DE;ARBEITSLAND_FR;ARBEITSLAND_IT;ARBEITSAMTBEREICH;KATEGORIE_CODE;ANMELDE_DATUM;ABMELDE_DATUM;ABMELDE_GRUND_CODE;GUELTIGKEIT;PRIV_FAHRZEUG_B;JOB_SHARING_B;BEHINDERT;WWW_PUBLIKATION_B;WWW_ANONYM_B;SSI_PUBLIKATION_B;SSI_ANONYM_B;TELETEXT_B;TELETEXT_ANONYM_B;TELETEXT_KANAL_CODE;TELETEXT_ZUSATZTEXT;EURES_B;EURES_ANONYM_B;BEWER_SCHRIFTLICH_B;BEWER_ELEKTRONISCH_B;BEWER_TELEFONISCH_B;BEWER_PERSOENLICH_B;UNT_NAME;UNT_STRASSE;UNT_HAUS_NR;UNT_PLZ;UNT_ORT;UNT_POSTFACH;UNT_POSTFACH_PLZ;UNT_POSTFACH_ORT;UNT_LAND;UNT_TELEFON;UNT_EMAIL;UNT_URL;KP_ANREDE_CODE;KP_NAME;KP_VORNAME;KP_TELEFON_NR;KP_EMAIL;BQ1_AVAM_BERUF_NR;BQ1_QUALIFIKATION_CODE;BQ1_VERWANDTE_BERUFE_B;BQ1_ERFAHRUNG_CODE;BQ1_AUSBILDUNG_CODE;BQ2_AVAM_BERUF_NR;BQ2_QUALIFIKATION_CODE;BQ2_VERWANDTE_BERUFE_B;BQ2_ERFAHRUNG_CODE;BQ2_AUSBILDUNG_CODE;BQ3_AVAM_BERUF_NR;BQ3_QUALIFIKATION_CODE;BQ3_VERWANDTE_BERUFE_B;BQ3_ERFAHRUNG_CODE;BQ3_AUSBILDUNG_CODE;SK1_SPRACHE_CODE;SK1_MUENDLICH_CODE;SK1_SCHRIFTLICH_CODE;SK1_MUTTERSPRACHE_B;SK1_AUFENTHALT_B;SK2_SPRACHE_CODE;SK2_MUENDLICH_CODE;SK2_SCHRIFTLICH_CODE;SK2_MUTTERSPRACHE_B;SK2_AUFENTHALT_B;SK3_SPRACHE_CODE;SK3_MUENDLICH_CODE;SK3_SCHRIFTLICH_CODE;SK3_MUTTERSPRACHE_B;SK3_AUFENTHALT_B;SK4_SPRACHE_CODE;SK4_MUENDLICH_CODE;SK4_SCHRIFTLICH_CODE;SK4_MUTTERSPRACHE_B;SK4_AUFENTHALT_B;SK5_SPRACHE_CODE;SK5_MUENDLICH_CODE;SK5_SCHRIFTLICH_CODE;SK5_MUTTERSPRACHE_B;SK5_AUFENTHALT_B
"d267473b5ee18888a9afb4565cdb5fbf57f966a6d9dbe348fa0c7739b5f48e9a601d2cb0f325a5f6";"d267473b5ee18888a9afb4565cdb5fbf57f966a6d9dbe348fa0c7739b5f48e9a601d2cb0f325a5f6";;;"http://www.jobup.ch/masks/pdf/1145030.pdf";"IT Coordinator";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-10-18.16.27.000000";;;;;;;;;;;;;;;;;;;;;"The Lutheran World Federation";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ab8afa70f89415f02c0efa5d9efa40ede6d72e6baa9b9467a00297fadaa23277eff8bc4bf3d5f9bd";"ab8afa70f89415f02c0efa5d9efa40ede6d72e6baa9b9467a00297fadaa23277eff8bc4bf3d5f9bd";;;"http://www.fearn-associates.com/job_opportunities.html";"Client Accounting / Business Service Practice";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-03-24-20.06.21.000000";;;;;;;;;;;;;;;;;;;;;"Fearn Associates";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ffbb746227b7b4afc54226b5f6647bee2cedf52c5b2e5452f045e40d4de8e8215bacb83faf439751";"ffbb746227b7b4afc54226b5f6647bee2cedf52c5b2e5452f045e40d4de8e8215bacb83faf439751";;;"http://www.fia.com/offer/senior-safety-engineer-position";"Senior Safety Engineer position";;;;;;;;100;100;;;;;;;;;;;"6630";"CH-1215 Genève ICC OLS";"GE";"1215";;"GE01";;;;;;"2015-03-30-00.48.48.000000";;;;;;;;;;;;;;;;;;;;;"FEDERATION INTERNATIONALE DE L'AUTOMOBILE";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c761b3c584a7781a69390f261e7126d645acabf16310cf2952ea70c33827262073c9eb3656e1b0ef";"c761b3c584a7781a69390f261e7126d645acabf16310cf2952ea70c33827262073c9eb3656e1b0ef";;;"http://www.jobs.ch/de/job_content.php?iid=6487969";"Human Resource Fachfrau";;;;;;;;100;100;;;;;;;;;;;;"Genf";"GE";;;;;;;;;"2015-07-09-17.05.30.000000";;;;;;;;;;;;;;;;;;;;;"SwisSolution Human Capital AG";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2ff586d63e0550855f08e0c6db1b85b9e4625a8c482aa5471385cd8dd824099cc6ddec8deaf8f9fe";"2ff586d63e0550855f08e0c6db1b85b9e4625a8c482aa5471385cd8dd824099cc6ddec8deaf8f9fe";;;"http://www.jobup.ch/masks/pdf/1138701.pdf";"Un(e) assistant(e) socio - é ducatif/ve à 50%";;;;;;;;50;50;;;;;;;;;;;;"Genève (Rive gauche)";"GE";;;;;;;;;"2015-06-18-18.52.46.000000";;;;;;;;;;;;;;;;;;;;;"FONDATION TRAJETS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2ff586d63e0550855f08e0c6db1b85b9e4625a8c8766007e27951579ee8ffa3e29ed74aef6320f1b";"2ff586d63e0550855f08e0c6db1b85b9e4625a8c8766007e27951579ee8ffa3e29ed74aef6320f1b";;;"http://www.jobup.ch/masks/pdf/1140010.pdf";"Un(e) Directrice (teur) des Ressources Humaines à 80%-90%";;;;;;;;80;90;;;;;;;;;;;;"Genève (Rive gauche)";"GE";;;;;;;;;"2015-06-23-13.00.03.000000";;;;;;;;;;;;;;;;;;;;;"FONDATION TRAJETS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"2ff586d63e0550855f08e0c6db1b85b9e4625a8c3ce07a27ecf41e8b58a3d33a3ee822299e83b12a";"2ff586d63e0550855f08e0c6db1b85b9e4625a8c3ce07a27ecf41e8b58a3d33a3ee822299e83b12a";;;"http://www.jobup.ch/masks/pdf/1140194.pdf";"Un(e) Intendant(e) /intervenant(e) socio - professionnel(e) à 100%";;;;;;;;100;100;;;;;;;;;;;;"Genève (Rive gauche)";"GE";;;;;;;;;"2015-06-24-10.26.11.000000";;;;;;;;;;;;;;;;;;;;;"FONDATION TRAJETS";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"65f8bcc59ead149af3be8fe67127defb8043ab90b42a8a2ee87e8782cc6083a8ab87dd4c5a3d3cbc";"65f8bcc59ead149af3be8fe67127defb8043ab90b42a8a2ee87e8782cc6083a8ab87dd4c5a3d3cbc";;;"http://www.fnac.ch/popup_metiers.php?id=465";"Assistant Communication Publicité Junior à 50%";;;;;;;;50;50;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-13-19.02.41.000000";;;;;;;;;;;;;;;;;;;;;"FNAC (Suisse) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28ca58aa2084c1a149e44df2ab875c9bc298950bd0e38bf2643442971053bee231874a10215fdca8";"28ca58aa2084c1a149e44df2ab875c9bc298950bd0e38bf2643442971053bee231874a10215fdca8";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1142577&lang=fr&gui=0";"BM/GE Recherche des agents de sécurité avec spécialité Cynophile";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-02-11.18.50.000000";;;;;;;;;;;;;;;;;;;;;"GPA Guardian Protection Romandie SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"28ca58aa2084c1a149e44df2ab875c9bc298950b5a669d5bf937705098e916bb6aca0ef00198cdf8";"28ca58aa2084c1a149e44df2ab875c9bc298950b5a669d5bf937705098e916bb6aca0ef00198cdf8";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1142579&lang=fr&gui=0";"Boutique Recherche des agents de sécurité";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-02-11.18.50.000000";;;;;;;;;;;;;;;;;;;;;"GPA Guardian Protection Romandie SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c34a889fa517c289629ac173b28907eda6d32f2e9834163c37bdc24ffdc3321dffa4b1f12cee1985";"c34a889fa517c289629ac173b28907eda6d32f2e9834163c37bdc24ffdc3321dffa4b1f12cee1985";;;"http://www.oberson.ch/fr/offres-demploi";"Un(e) avocat(e)";;;;;;;;100;100;;;;;;;;;;;"6621";"CH-1211 Genève UBS";"GE";"1211";;"GE01";;;;;;"2015-05-26-15.24.17.000000";;;;;;;;;;;;;;;;;;;;;"Oberson Avocats";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c34a889fa517c289629ac173b28907eda6d32f2ecb40a056f4661a57c65b1266df49fc3ec1995cfc";"c34a889fa517c289629ac173b28907eda6d32f2ecb40a056f4661a57c65b1266df49fc3ec1995cfc";;;"http://www.oberson.ch/fr/offres-demploi";"Un(e) fiscaliste";;;;;;;;100;100;;;;;;;;;;;"6621";"CH-1211 Genève UBS";"GE";"1211";;"GE01";;;;;;"2015-05-26-15.24.17.000000";;;;;;;;;;;;;;;;;;;;;"Oberson Avocats";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"a1eab387cc0b9421869914782fbeb18d2fdc11282f4dea327804889093df49dad8d74476d96ccafd";"a1eab387cc0b9421869914782fbeb18d2fdc11282f4dea327804889093df49dad8d74476d96ccafd";;;"http://www.jobs.ch/de/job_content.php?iid=6472761";"Customer Flight Support Officer";;;;;;;;100;100;;;;;;;;;;;"6630";"1216 Genève";"GE";"1216";;"GE01";;;;;;"2015-06-30-15.11.48.000000";;;;;;;;;;;;;;;;;;;;;"Global Jet Concept SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ca8a24786f413cb1300460970789c0110b0acaaf06a5d23e189f89bf217fc0d34490eb7da0615c43";"ca8a24786f413cb1300460970789c0110b0acaaf06a5d23e189f89bf217fc0d34490eb7da0615c43";;;"http://www.dcs.ch/de/recrut-post-detail_68.html";"Support Administrator for Macintosh";;;;;;;;100;100;;;;;;;;;;;"6621";"CH-1205 Genève";"GE";"1205";;"GE01";;;;;;"2015-03-20-12.52.09.000000";;;;;;;;;;;;;;;;;;;;;"Data Conversion Service SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ca8a24786f413cb1300460970789c0110b0acaaf6aae21e49152ccc498245f1d878d84354eb492ae";"ca8a24786f413cb1300460970789c0110b0acaaf6aae21e49152ccc498245f1d878d84354eb492ae";;;"http://www.dcs.ch/de/recrut-post-detail_69.html";"Support Administrator for Windows";;;;;;;;100;100;;;;;;;;;;;"6621";"CH-1205 Genève";"GE";"1205";;"GE01";;;;;;"2015-03-20-12.52.09.000000";;;;;;;;;;;;;;;;;;;;;"Data Conversion Service SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"88e39c44170d0d7e7dfdb4709d62651aeba8f787f6456b8cd9e378e04d08fdd586b89a9fcd34aae7";"88e39c44170d0d7e7dfdb4709d62651aeba8f787f6456b8cd9e378e04d08fdd586b89a9fcd34aae7";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1140657&lang=fr&gui=0";"Platform Solutions Architect";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-06-25-13.29.15.000000";;;;;;;;;;;;;;;;;;;;;"Open Web Technology SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"631a7bdbde934e7fd7a3060b66d26642cdb223a6b521d796b545b0e28ddca099daec98abf514d9c9";"631a7bdbde934e7fd7a3060b66d26642cdb223a6b521d796b545b0e28ddca099daec98abf514d9c9";;;"http://www.jobs.ch/de/job_content.php?iid=6496454";"Comptable expérimenté(e)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-16-07.11.51.000000";;;;;;;;;;;;;;;;;;;;;"Scherrer Conseils";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"631a7bdbde934e7fd7a3060b66d26642cdb223a6d45d6cf3d18dab66059f9a629f2c3ac99a014599";"631a7bdbde934e7fd7a3060b66d26642cdb223a6d45d6cf3d18dab66059f9a629f2c3ac99a014599";;;"http://www.jobs.ch/de/job_content.php?iid=6496499";"Gérant(e)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-16-07.11.51.000000";;;;;;;;;;;;;;;;;;;;;"Scherrer Conseils";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d6bfe5e63d6f03bea4c113bd41649d8daab4f7203f8f9b1785a0ffd92acfb909ee1c30f2762d3378";"d6bfe5e63d6f03bea4c113bd41649d8daab4f7203f8f9b1785a0ffd92acfb909ee1c30f2762d3378";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1146359&lang=fr&gui=0";"Ebeniste qualifie";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-16-12.13.09.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d6bfe5e63d6f03bea4c113bd41649d8daab4f7207657ed5db9b95b6f3c36368269129c4e76e50a90";"d6bfe5e63d6f03bea4c113bd41649d8daab4f7207657ed5db9b95b6f3c36368269129c4e76e50a90";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1142932&lang=fr&gui=0";"Monteur en climatisation";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-03-11.24.56.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d6bfe5e63d6f03bea4c113bd41649d8daab4f7202d9a7fe1897797daf57162eb61ec0947ad3dabe3";"d6bfe5e63d6f03bea4c113bd41649d8daab4f7202d9a7fe1897797daf57162eb61ec0947ad3dabe3";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1142930&lang=fr&gui=0";"Poseur de sols";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-03-11.24.56.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"d6bfe5e63d6f03bea4c113bd41649d8daab4f720e45300f3fa77a1f0c976c9204497dceffa619209";"d6bfe5e63d6f03bea4c113bd41649d8daab4f720e45300f3fa77a1f0c976c9204497dceffa619209";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1146360&lang=fr&gui=0";"Storiste - Vitrier";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-16-12.13.09.000000";;;;;;;;;;;;;;;;;;;;;"Profinter SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"fa5cbda187bebc8c748f58f639fa0e21f4f25c679a674b679171cfc23fa00b904a3768339e4b54ea";"fa5cbda187bebc8c748f58f639fa0e21f4f25c679a674b679171cfc23fa00b904a3768339e4b54ea";;;"http://www.repare-ton-smartphone.com/emploi.php";"100 Techniciens Réparateur SMARTPHONE";;;;;;;;100;100;;;;;;;;;;;"6621";"CH-1200 Genève";"GE";"1200";;"GE01";;;;;;"2014-07-26-18.19.32.000000";;;;;;;;;;;;;;;;;;;;;"Repare-ton-smartphone.com";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"90ea35757224bdbaa147c016f699554966fd06e42498268540381d31b24e7a8012a835a096fd28e0";"90ea35757224bdbaa147c016f699554966fd06e42498268540381d31b24e7a8012a835a096fd28e0";;;"http://www.afimmobilier.ch/recrutement";"Réseau immobilier";;;;;;;;100;100;;;;;;;;;;;"6642";"CH-1253 Vandoeuvres";"GE";"1253";;"GE01";;;;;;"2015-02-06-18.04.03.000000";;;;;;;;;;;;;;;;;;;;;"A.F. Immobilier - réseau immobilier";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ce86858b8607e9ef1b36f190c1c81b391e44daeb75837b968747f39eec8e336123d5bcb74c609f39";"ce86858b8607e9ef1b36f190c1c81b391e44daeb75837b968747f39eec8e336123d5bcb74c609f39";;;"http://www.a-concept.ch/general/job.asp?l_user=fr&cat=&pr=";"TECHNICIEN ARCHITECTE";;;;;;;;100;100;;;;;;;;;;;"6643";"CH-1219 Vernier";"GE";"1219";;"GE01";;;;;;"2013-01-17-12.32.00.000000";;;;;;;;;;;;;;;;;;;;;"ass architectes associés sa";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5ed555f35f2530044694bc828901179a6a6aa125f3c9b754086c5c5c8c23f084e2a523de8fd9c769";"5ed555f35f2530044694bc828901179a6a6aa125f3c9b754086c5c5c8c23f084e2a523de8fd9c769";;;"http://www.moevenpick-hotels.com/fileadmin/_jobcenter/DE/details.html?id=Q63FK026203F3VBQBV7LOLO6N&nPostingTargetID=3433&mask=moven&lg=DE";"Assistant F&B Manager i/c of Purchasing & Cost Control";;;;;;;;100;100;;;;;;;;;;;;"Genf";"GE";;;;;;;;;"2015-07-15-10.57.42.000000";;;;;;;;;;;;;;;;;;;;;"Mövenpick Hotels & Resorts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"5ed555f35f2530044694bc828901179a6a6aa12524cd63144a915209ec5d4f0270802326e3212121";"5ed555f35f2530044694bc828901179a6a6aa12524cd63144a915209ec5d4f0270802326e3212121";;;"http://www.moevenpick-hotels.com/fileadmin/_jobcenter/DE/details.html?id=Q63FK026203F3VBQBV7LOLO6N&nPostingTargetID=3307&mask=moven&lg=DE";"Gouvernant(e) d'étages";;;;;;;;100;100;;;;;;;;;;;;"Genf";"GE";;;;;;;;;"2015-06-18-15.59.21.000000";;;;;;;;;;;;;;;;;;;;;"Mövenpick Hotels & Resorts";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"86e11d48d4e5597d9ebd846279b7da9f429053dd33d8c14e18e1586eae962b953c154e0d8d05bf96";"86e11d48d4e5597d9ebd846279b7da9f429053dd33d8c14e18e1586eae962b953c154e0d8d05bf96";;;"http://www.jobup.ch/masks/pdf/1143842.pdf";"Assistant Administratif Gestion de véhicules";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-07-21.28.17.000000";;;;;;;;;;;;;;;;;;;;;"B&Z Audit Ressources Humaines SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"86e11d48d4e5597d9ebd846279b7da9f429053ddb4dd9391d025d83f0110e7c1924e250fab78a001";"86e11d48d4e5597d9ebd846279b7da9f429053ddb4dd9391d025d83f0110e7c1924e250fab78a001";;;"http://www.jobup.ch/masks/pdf/1145549.pdf";"Assistant(e) Département Achat 100%, FR / AN";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-14-08.54.50.000000";;;;;;;;;;;;;;;;;;;;;"B&Z Audit Ressources Humaines SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"86e11d48d4e5597d9ebd846279b7da9f429053dd55cd3079c6b192348682956ab965fa908608c203";"86e11d48d4e5597d9ebd846279b7da9f429053dd55cd3079c6b192348682956ab965fa908608c203";;;"http://www.jobup.ch/masks/pdf/1145431.pdf";"Conducteur de Travaux (H/F)";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-13-15.46.45.000000";;;;;;;;;;;;;;;;;;;;;"B&Z Audit Ressources Humaines SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"86e11d48d4e5597d9ebd846279b7da9f429053dd43b39a6f4afa320b31f885e065831e1f0d13ad80";"86e11d48d4e5597d9ebd846279b7da9f429053dd43b39a6f4afa320b31f885e065831e1f0d13ad80";;;"http://www.jobup.ch/masks/pdf/1142567.pdf";"Monteur en ascenseurs neuf et modernisation";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-02-11.18.50.000000";;;;;;;;;;;;;;;;;;;;;"B&Z Audit Ressources Humaines SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"86e11d48d4e5597d9ebd846279b7da9f429053ddedcfa2be57dde1c822b2f80ffc6040cf793a09c8";"86e11d48d4e5597d9ebd846279b7da9f429053ddedcfa2be57dde1c822b2f80ffc6040cf793a09c8";;;"http://www.jobup.ch/masks/pdf/1143164.pdf";"Tuyauteur ISO";;;;;;;;100;100;;;;;;;;;;;;"Genève";"GE";;;;;;;;;"2015-07-03-16.30.59.000000";;;;;;;;;;;;;;;;;;;;;"B&Z Audit Ressources Humaines SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c8d47035e6c251046168636f4b38f67ac2da857014907b180e33cd23c5353a66da9b1a8649b11db7";"c8d47035e6c251046168636f4b38f67ac2da857014907b180e33cd23c5353a66da9b1a8649b11db7";;;"http://www.lancy.ch/communication/avis-et-annonces-officiels/les-offres-demploi";"BIBLIOTHECAIRE A 80 %";;;;;;;;80;80;;;;;;;;;;;"6628";"CH-1212 Grand-Lancy 2";"GE";"1212";;"GE01";;;;;;"2015-07-08-07.51.15.000000";;;;;;;;;;;;;;;;;;;;;"Ville de Lancy";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"c8d47035e6c251046168636f4b38f67ac2da85708f4759b717b1c624cd6d442510d9515e91011edb";"c8d47035e6c251046168636f4b38f67ac2da85708f4759b717b1c624cd6d442510d9515e91011edb";;;"http://www.lancy.ch/communication/avis-et-annonces-officiels/les-offres-demploi";"TECHNICIEN/NE EN INSTALLATIONS PISCINES à 100%";;;;;;;;100;100;;;;;;;;;;;"6628";"CH-1212 Grand-Lancy 2";"GE";"1212";;"GE01";;;;;;"2015-07-01-08.06.44.000000";;;;;;;;;;;;;;;;;;;;;"Ville de Lancy";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"aadf42d1395b0279e4d174c22f67c516e4d32ac7a610d378ff466fbe46d13ffaf34870cb76a04f88";"aadf42d1395b0279e4d174c22f67c516e4d32ac7a610d378ff466fbe46d13ffaf34870cb76a04f88";;;"http://www.cogestas.ch/job_contact.html";"Participation active aux analyses de risques et de portefeuille en collaboration avec le Conseiller";;;;;;;;100;100;;;;;;;;;;;"6608";"CH-1227 Carouge";"GE";"1227";;"GE01";;;;;;"2012-06-16-00.00.00.000000";;;;;;;;;;;;;;;;;;;;;"Cogestas SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"0639b7e087d324876cb1da33bcc78f0998b3c9baf918a8946d72421d1c8640e41d205020727e706b";"0639b7e087d324876cb1da33bcc78f0998b3c9baf918a8946d72421d1c8640e41d205020727e706b";;;"http://www.jobup.ch/search/Jobview.asp?cmd=showPosting&PID=1141043&lang=fr&gui=0";"Chief Accountant";;;;;;;;100;100;;;;;;;;;;;;"Genève (Ville de Genève)";"GE";;;;;;;;;"2015-06-26-12.22.19.000000";;;;;;;;;;;;;;;;;;;;;"Christie's (International) SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"7f51dce85ab7b43226b56ccc10bbb1ce527ce342715dc68fbe1c14d51bd3d77b562604f6471339c4";"7f51dce85ab7b43226b56ccc10bbb1ce527ce342715dc68fbe1c14d51bd3d77b562604f6471339c4";;;"http://www.ilemgroup.com/?q=fr/node/639";"Architecte en développement Microsoft";;;;;;;;100;100;;;;;;;;;;;"6633";"CH-1228 Plan-les-Ouates";"GE";"1228";;"GE01";;;;;;"2015-06-22-00.26.09.000000";;;;;;;;;;;;;;;;;;;;;"ILEM SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"7f51dce85ab7b43226b56ccc10bbb1ce527ce342a218259c450212ef4e995cd86a72ac2eb86c5417";"7f51dce85ab7b43226b56ccc10bbb1ce527ce342a218259c450212ef4e995cd86a72ac2eb86c5417";;;"http://www.ilemgroup.com/?q=fr/node/643";"Architecte Poste de Travail confirmé(e) / Bienne";;;;;;;;100;100;;;;;;;;;;;"6633";"CH-1228 Plan-les-Ouates";"GE";"1228";;"GE01";;;;;;"2015-06-23-16.23.35.000000";;;;;;;;;;;;;;;;;;;;;"ILEM SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"7f51dce85ab7b43226b56ccc10bbb1ce527ce342895e0d815c7352127bff99b0bf8724537f51708d";"7f51dce85ab7b43226b56ccc10bbb1ce527ce342895e0d815c7352127bff99b0bf8724537f51708d";;;"http://www.ilemgroup.com/?q=fr/node/637";"Commercial(e) en Infogérance";;;;;;;;100;100;;;;;;;;;;;"6633";"CH-1228 Plan-les-Ouates";"GE";"1228";;"GE01";;;;;;"2015-06-08-17.01.54.000000";;;;;;;;;;;;;;;;;;;;;"ILEM SA";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
